0	30	30	0	0	0	0	0	0
1	60	33	0	44	61	121	338	1
2	47	47	26	43	21	81	282	1
3	13	20	18	32	13	73	78	1
4	18	48	15	47	3	63	377	1
5	4	29	40	30	36	96	149	1
6	36	10	24	25	19	79	319	1
7	55	32	54	42	10	70	367	1
8	22	22	50	6	32	92	98	1
9	3	3	13	36	34	94	189	1
10	14	51	27	21	32	92	415	1
11	32	29	49	27	17	77	290	1
12	57	13	22	1	37	97	327	1
13	18	24	33	20	15	75	288	1
14	43	42	17	11	40	100	92	1
15	53	48	42	46	11	71	301	1
16	55	23	55	11	12	72	294	1
17	34	0	42	13	15	75	471	1
18	35	24	11	44	31	91	31	1
19	52	23	15	38	39	99	381	1
20	34	52	58	3	54	114	82	1
