0	30	30	0	0	0	0	0	0
1	37	35	53	5	34	94	225	1
2	17	40	45	4	45	105	273	1
3	27	25	52	9	29	89	30	1
4	49	16	28	49	39	99	407	1
5	27	42	52	26	29	89	442	1
6	49	46	32	51	17	77	340	1
7	39	46	15	2	50	110	285	1
8	45	1	42	32	31	91	270	1
9	29	14	30	3	11	71	75	1
10	7	21	41	45	41	101	422	1
11	9	16	2	53	37	97	255	1
12	25	24	3	29	22	82	197	1
13	12	27	56	4	49	109	428	1
14	45	14	22	57	48	108	131	1
15	42	16	55	19	13	73	88	1
16	26	3	1	45	48	108	85	1
17	37	38	46	10	29	89	168	1
18	32	60	56	55	24	84	23	1
19	19	54	4	23	34	94	99	1
20	28	6	49	22	26	86	93	1
21	52	7	37	11	15	75	274	1
22	38	46	46	48	8	68	437	1
23	59	47	60	5	42	102	151	1
24	46	19	36	55	37	97	434	1
25	16	1	16	38	37	97	55	1
26	35	57	56	25	38	98	471	1
27	4	22	14	21	10	70	471	1
28	55	17	23	33	35	95	425	1
29	26	1	54	46	53	113	57	1
30	12	36	43	49	33	93	10	1
31	60	58	6	15	69	129	19	1
32	41	28	36	44	16	76	431	1
33	47	37	60	12	28	88	339	1
34	37	28	12	57	38	98	127	1
35	19	38	51	48	33	93	23	1
36	40	33	6	19	36	96	278	1
37	44	24	37	22	7	67	53	1
38	8	11	36	45	44	104	64	1
39	52	39	38	44	14	74	139	1
40	16	35	28	31	12	72	109	1
