0	5	5	0	0	0	0	0	0
1	5	2	5	1	1	61	954	1
2	3	3	8	7	6	66	981	1
3	1	2	5	7	6	66	222	1
4	7	8	3	8	4	64	715	1
5	9	1	6	5	5	65	856	1
6	1	4	7	10	8	68	600	1
7	1	7	7	8	6	66	446	1
8	8	1	7	3	2	62	649	1
9	2	1	10	6	9	69	263	1
0	4	7	1	2	5	65	1116	1
1	3	4	6	10	6	66	1019	1
2	6	6	1	8	5	65	168	1
3	1	5	7	8	6	66	1053	1
4	3	4	8	1	5	65	830	1
15	2	7	7	8	5	65	75	1
16	8	5	3	6	5	65	681	1
17	6	5	7	9	4	64	476	1
18	4	4	4	2	2	62	608	1
19	9	1	4	2	5	65	1356	1
20	3	4	5	8	4	64	1200	1
21	3	6	9	3	6	66	295	1
22	2	8	1	3	5	65	489	1
23	4	1	10	1	6	66	273	1
24	7	9	6	5	4	64	763	1
25	5	10	1	5	6	66	181	1
26	6	2	2	1	4	64	523	1
27	9	3	9	1	2	62	1109	1
28	6	2	9	7	5	65	845	1
29	9	6	10	2	4	64	985	1
30	3	9	4	9	1	61	244	1
31	4	9	4	1	8	68	650	1
32	9	2	2	6	8	68	470	1
33	6	6	9	4	3	63	167	1
34	7	6	9	1	5	65	605	1
35	10	2	9	2	1	61	925	1
36	5	10	1	4	7	67	350	1
37	7	10	9	1	9	69	1409	1
38	9	1	1	7	10	70	726	1
39	5	2	8	8	6	66	26	1
40	1	7	3	8	2	62	360	1
41	1	9	9	9	8	68	868	1
42	7	5	7	3	2	62	1205	1
43	8	8	3	5	5	65	79	1
44	7	2	5	2	2	62	529	1
45	9	8	4	1	8	68	626	1
46	7	8	2	2	7	67	525	1
47	1	8	1	9	1	61	503	1
48	1	9	10	3	10	70	9	1
49	10	4	1	4	9	69	1331	1
50	10	3	3	3	7	67	365	1
51	4	1	7	3	3	63	1281	1
52	6	2	4	9	7	67	1353	1
53	2	10	6	4	7	67	1191	1
54	5	4	3	4	2	62	441	1
55	8	1	3	7	7	67	1438	1
56	7	3	9	8	5	65	400	1
57	9	4	9	7	3	63	1053	1
58	9	8	8	7	1	61	1251	1
59	1	10	7	4	8	68	1347	1
60	4	7	5	5	2	62	348	1
61	4	4	10	5	6	66	41	1
62	7	2	5	6	4	64	1070	1
63	3	1	5	5	4	64	933	1
64	7	1	6	6	5	65	432	1
65	7	4	1	9	7	67	905	1
66	7	1	7	9	8	68	989	1
67	9	5	7	2	3	63	1383	1
68	4	9	5	2	7	67	136	1
69	9	1	6	4	4	64	1433	1
70	2	5	10	5	8	68	852	1
71	6	10	7	5	5	65	1200	1
72	9	4	8	5	1	61	54	1
73	4	7	9	7	5	65	1007	1
74	7	2	4	1	3	63	604	1
75	2	6	8	7	6	66	995	1
76	6	3	3	3	3	63	379	1
77	9	1	6	7	6	66	833	1
78	3	9	1	7	2	62	439	1
79	7	5	10	8	4	64	849	1
80	5	10	8	10	3	63	645	1
81	8	2	3	1	5	65	31	1
82	10	1	4	10	10	70	557	1
83	10	9	9	1	8	68	1070	1
84	4	5	10	2	6	66	1185	1
85	6	1	2	6	6	66	1162	1
86	10	5	7	7	3	63	644	1
87	5	6	7	3	3	63	115	1
88	2	3	9	3	7	67	130	1
89	7	3	6	3	1	61	750	1
90	6	4	1	9	7	67	37	1
91	7	7	2	4	5	65	377	1
92	8	10	10	3	7	67	433	1
93	3	9	6	1	8	68	1070	1
94	4	5	2	8	3	63	1209	1
95	3	2	1	7	5	65	962	1
96	9	5	2	5	7	67	1213	1
97	7	9	3	6	5	65	435	1
98	8	5	8	8	3	63	1144	1
99	9	7	6	6	3	63	71	1
100	7	10	5	8	2	62	1335	1
