0	5	5	0	0	0	0	0	0
1	3	8	9	5	6	66	784	1
2	6	1	9	1	3	63	746	1
3	1	10	5	7	5	65	1278	1
4	2	1	5	10	9	69	881	1
5	5	8	10	1	8	68	1400	1
6	8	1	3	8	8	68	1181	1
7	9	1	9	2	1	61	432	1
8	8	6	10	4	2	62	428	1
9	1	6	6	6	5	65	405	1
10	7	9	4	1	8	68	857	1
11	3	4	10	9	8	68	644	1
12	4	8	8	9	4	64	759	1
13	8	10	4	1	9	69	1139	1
14	5	10	2	1	9	69	985	1
15	2	9	5	4	5	65	444	1
16	8	2	4	6	5	65	11	1
17	7	3	4	9	6	66	586	1
18	1	8	3	9	2	62	950	1
19	2	5	1	1	4	64	927	1
20	9	9	9	7	2	62	171	1
21	9	4	2	6	7	67	328	1
22	7	8	10	4	5	65	863	1
23	5	9	10	6	5	65	749	1
24	4	7	9	9	5	65	1014	1
25	10	8	7	10	3	63	1374	1
26	7	2	7	5	3	63	896	1
27	1	7	2	5	2	62	880	1
28	9	5	9	4	1	61	940	1
29	3	6	9	9	6	66	619	1
30	7	9	4	9	3	63	880	1
31	8	9	2	6	6	66	780	1
32	1	2	3	8	6	66	2	1
33	6	4	1	8	6	66	1061	1
34	7	3	9	2	2	62	245	1
35	4	4	2	5	2	62	261	1
36	8	10	5	8	3	63	20	1
37	4	5	10	9	7	67	1124	1
38	6	3	10	7	5	65	762	1
39	2	8	4	1	7	67	1013	1
40	3	8	4	10	2	62	93	1
41	8	6	8	7	1	61	995	1
42	9	1	9	9	8	68	495	1
43	9	5	8	10	5	65	970	1
44	5	9	5	4	5	65	1062	1
45	9	1	10	3	2	62	767	1
46	3	1	1	6	5	65	570	1
47	5	9	6	10	1	61	617	1
48	6	10	8	9	2	62	1140	1
49	6	5	7	1	4	64	1103	1
50	4	5	5	5	1	61	1419	1
51	1	1	3	10	9	69	1045	1
52	1	9	1	1	8	68	671	1
53	4	10	7	4	6	66	1188	1
54	5	1	5	6	5	65	288	1
55	2	8	2	8	0	60	792	1
56	4	10	1	4	6	66	1316	1
57	4	4	10	2	6	66	235	1
58	7	2	6	9	7	67	1109	1
59	8	3	10	3	2	62	1259	1
60	3	7	7	7	4	64	163	1
61	3	9	2	7	2	62	560	1
62	6	8	10	2	7	67	1056	1
63	1	10	2	4	6	66	0	1
64	6	3	10	8	6	66	737	1
65	3	4	6	10	6	66	153	1
66	1	7	7	5	6	66	930	1
67	5	3	6	4	1	61	248	1
68	3	8	9	10	6	66	1334	1
69	2	1	9	5	8	68	359	1
70	4	6	2	9	3	63	75	1
71	4	9	4	6	3	63	16	1
72	3	5	3	3	2	62	852	1
73	8	4	7	3	1	61	273	1
74	7	3	7	9	6	66	715	1
75	4	1	4	3	2	62	1372	1
