0	5	5	0	0	0	0	0	0
1	5	1	10	5	6	66	787	1
2	6	2	9	7	5	65	617	1
3	4	9	8	5	5	65	531	1
4	10	8	5	8	5	65	308	1
5	5	3	4	1	2	62	330	1
6	2	4	9	10	9	69	226	1
7	7	2	1	8	8	68	620	1
8	5	6	5	3	3	63	240	1
9	2	7	9	4	7	67	1379	1
10	2	7	5	5	3	63	396	1
11	3	4	1	7	3	63	811	1
12	2	7	2	2	5	65	243	1
13	1	9	2	6	3	63	365	1
14	2	3	10	8	9	69	352	1
15	5	6	5	6	0	60	1279	1
16	3	2	1	9	7	67	272	1
17	4	1	9	5	6	66	427	1
18	8	2	5	8	6	66	915	1
19	2	1	2	9	8	68	804	1
20	9	7	9	10	3	63	957	1
21	6	10	8	5	5	65	783	1
22	2	7	9	1	9	69	615	1
23	2	4	5	9	5	65	100	1
24	10	9	4	6	6	66	158	1
25	10	6	9	9	3	63	616	1
26	7	4	10	9	5	65	84	1
27	8	4	1	2	7	67	324	1
28	3	8	3	10	2	62	658	1
29	8	1	2	3	6	66	486	1
30	4	10	5	7	3	63	1065	1
