0	10	10	0	0	0	0	0	0
1	16	19	20	19	4	64	198	1
2	13	20	14	10	10	70	88	1
3	14	7	19	7	5	65	48	1
4	12	9	17	9	5	65	231	1
5	7	0	3	12	12	72	134	1
6	7	16	12	17	5	65	304	1
7	6	15	19	13	13	73	4	1
8	12	8	16	11	5	65	326	1
9	11	14	18	17	7	67	4	1
10	11	12	14	6	6	66	465	1
11	16	8	4	12	12	72	418	1
12	14	16	18	12	5	65	8	1
13	17	15	19	1	14	74	339	1
14	8	11	13	19	9	69	398	1
15	9	13	12	13	3	63	172	1
16	18	6	3	4	15	75	259	1
17	14	3	1	20	21	81	168	1
18	20	15	20	11	4	64	204	1
19	10	10	2	17	10	70	294	1
20	12	3	5	15	13	73	480	1
