0	30	30	0	0	0	0	0	0
1	21	22	17	40	18	78	279	1
2	34	12	40	23	12	72	191	1
3	2	34	39	41	37	97	192	1
4	3	30	15	12	21	81	308	1
5	1	28	12	52	26	86	296	1
6	9	55	10	41	14	74	121	1
7	37	14	53	49	38	98	228	1
8	60	56	48	50	13	73	267	1
9	6	12	29	44	39	99	425	1
10	54	33	25	15	34	94	315	1
11	24	7	13	25	21	81	187	1
12	8	21	59	45	56	116	203	1
13	41	46	9	31	35	95	88	1
14	41	18	59	35	24	84	259	1
15	37	32	52	17	21	81	214	1
16	50	26	44	33	9	69	146	1
17	60	23	10	56	59	119	77	1
18	47	13	26	14	21	81	32	1
19	30	6	1	57	58	118	262	1
