0	10	10	0	0	0	0	0	0
1	12	10	2	11	10	70	51	1
2	18	2	13	12	11	71	352	1
3	15	19	18	4	15	75	222	1
4	18	0	9	1	9	69	178	1
5	3	14	20	17	17	77	159	1
6	7	1	19	5	12	72	385	1
7	19	19	5	9	17	77	271	1
8	8	16	6	15	2	62	76	1
9	5	2	13	8	10	70	25	1
10	6	20	16	8	15	75	400	1
11	4	12	9	13	5	65	96	1
12	10	6	14	16	10	70	115	1
13	0	3	1	8	5	65	373	1
14	1	1	17	9	17	77	435	1
15	14	2	9	19	17	77	197	1
16	15	11	3	15	12	72	389	1
17	11	18	6	18	5	65	358	1
18	9	3	20	13	14	74	115	1
19	8	4	12	4	4	64	118	1
20	16	14	17	20	6	66	272	1
